style,image_id_1,image_id_2,similarity,flag
Postmodern architecture,ARC_0097,ARC_0102,0.7542,HIGH_SIMILARITY
Postmodern architecture,ARC_0097,ARC_0105,0.7789,HIGH_SIMILARITY
Postmodern architecture,ARC_0097,ARC_0106,0.7778,HIGH_SIMILARITY
Postmodern architecture,ARC_0097,ARC_0108,0.743,MODERATE_SIMILARITY
Postmodern architecture,ARC_0097,ARC_0110,0.7358,MODERATE_SIMILARITY
Postmodern architecture,ARC_0097,ARC_0111,0.7358,MODERATE_SIMILARITY
Postmodern architecture,ARC_0097,ARC_0112,0.75,HIGH_SIMILARITY
Postmodern architecture,ARC_0098,ARC_0102,0.7471,MODERATE_SIMILARITY
Postmodern architecture,ARC_0098,ARC_0108,0.7886,HIGH_SIMILARITY
Postmodern architecture,ARC_0098,ARC_0109,0.7696,HIGH_SIMILARITY
Postmodern architecture,ARC_0099,ARC_0101,0.7014,MODERATE_SIMILARITY
Postmodern architecture,ARC_0099,ARC_0102,0.7595,HIGH_SIMILARITY
Postmodern architecture,ARC_0099,ARC_0105,0.7836,HIGH_SIMILARITY
Postmodern architecture,ARC_0099,ARC_0110,0.7518,HIGH_SIMILARITY
Postmodern architecture,ARC_0099,ARC_0111,0.732,MODERATE_SIMILARITY
Postmodern architecture,ARC_0099,ARC_0112,0.763,HIGH_SIMILARITY
Postmodern architecture,ARC_0100,ARC_0101,0.7146,MODERATE_SIMILARITY
Postmodern architecture,ARC_0100,ARC_0102,0.7994,HIGH_SIMILARITY
Postmodern architecture,ARC_0100,ARC_0105,0.7221,MODERATE_SIMILARITY
Postmodern architecture,ARC_0100,ARC_0108,0.729,MODERATE_SIMILARITY
Postmodern architecture,ARC_0100,ARC_0110,0.7996,HIGH_SIMILARITY
Postmodern architecture,ARC_0100,ARC_0111,0.7974,HIGH_SIMILARITY
Postmodern architecture,ARC_0100,ARC_0112,0.7904,HIGH_SIMILARITY
Postmodern architecture,ARC_0102,ARC_0103,0.7275,MODERATE_SIMILARITY
Postmodern architecture,ARC_0102,ARC_0104,0.7088,MODERATE_SIMILARITY
Postmodern architecture,ARC_0102,ARC_0105,0.7574,HIGH_SIMILARITY
Postmodern architecture,ARC_0102,ARC_0106,0.7267,MODERATE_SIMILARITY
Postmodern architecture,ARC_0102,ARC_0107,0.7458,MODERATE_SIMILARITY
Postmodern architecture,ARC_0102,ARC_0108,0.745,MODERATE_SIMILARITY
Postmodern architecture,ARC_0102,ARC_0109,0.7166,MODERATE_SIMILARITY
Postmodern architecture,ARC_0102,ARC_0110,0.8298,HIGH_SIMILARITY
Postmodern architecture,ARC_0102,ARC_0111,0.7611,HIGH_SIMILARITY
Postmodern architecture,ARC_0102,ARC_0112,0.745,MODERATE_SIMILARITY
Postmodern architecture,ARC_0104,ARC_0111,0.7328,MODERATE_SIMILARITY
Postmodern architecture,ARC_0105,ARC_0106,0.7052,MODERATE_SIMILARITY
Postmodern architecture,ARC_0105,ARC_0108,0.7048,MODERATE_SIMILARITY
Postmodern architecture,ARC_0105,ARC_0109,0.7135,MODERATE_SIMILARITY
Postmodern architecture,ARC_0105,ARC_0110,0.7565,HIGH_SIMILARITY
Postmodern architecture,ARC_0105,ARC_0112,0.7527,HIGH_SIMILARITY
Postmodern architecture,ARC_0106,ARC_0107,0.7163,MODERATE_SIMILARITY
Postmodern architecture,ARC_0106,ARC_0111,0.7025,MODERATE_SIMILARITY
Postmodern architecture,ARC_0106,ARC_0112,0.7137,MODERATE_SIMILARITY
Postmodern architecture,ARC_0108,ARC_0109,0.7794,HIGH_SIMILARITY
Postmodern architecture,ARC_0108,ARC_0110,0.715,MODERATE_SIMILARITY
Postmodern architecture,ARC_0108,ARC_0111,0.7435,MODERATE_SIMILARITY
Postmodern architecture,ARC_0108,ARC_0112,0.7497,MODERATE_SIMILARITY
Postmodern architecture,ARC_0110,ARC_0111,0.7002,MODERATE_SIMILARITY
Postmodern architecture,ARC_0110,ARC_0112,0.7605,HIGH_SIMILARITY
Postmodern architecture,ARC_0111,ARC_0112,0.7432,MODERATE_SIMILARITY
